,Important Words,Coefficient_0,Coefficient_4,Coefficient_10,Coefficient_100,Coefficient_1000,Coefficient_100000
0,Intercept,-0.06374213522751736,-0.06314308770737188,-0.06225594377004488,-0.05043836519527798,5.386753269588884e-05,0.011361751184438908
1,baby,0.07407300592164352,0.07399385414054367,0.07387735348036838,0.07236036022182919,0.05975168883639246,0.0017841492162980047
2,one,0.012752505778363739,0.012494970448124467,0.012115252953356618,0.007247283318698743,-0.008760917620035755,-0.0018268556802280205
3,great,0.8016249897781762,0.7968969330033087,0.7899351472214043,0.7014250736748336,0.37601171422167073,0.008949560497355638
4,love,1.0585539820695438,1.050855680993631,1.0395285158465863,0.8966441331010779,0.4183536441339269,0.009041737297695286
5,use,-0.00010415219124813516,0.00016285765617722747,0.00055571097575559,0.005481032679461024,0.017326487446124295,0.0004178639346159764
6,would,-0.2870214435342971,-0.2860272029746515,-0.2845640355618724,-0.26599274622555197,-0.18866242204876657,-0.008127027099004503
7,like,-0.003384473992933318,-0.003442085770451766,-0.003527294449660822,-0.0046349928325276095,-0.007043075843533997,-0.0008266502700305285
8,easy,0.9845588198731924,0.9776001497817036,0.96736183663147,0.8382448329554506,0.40190397136319134,0.00880768121210408
9,little,0.5244194563643343,0.5213847261068161,0.5169173924914707,0.4602345779024191,0.25122065395859255,0.005940513640376533
10,seat,-0.08696754071640285,-0.08612476529213808,-0.08488344646132268,-0.06910886933826801,-0.017717898479915197,0.000610986961248899
11,old,0.2089124336185232,0.20774939169874543,0.20603740317513436,0.18433227786986447,0.10507379915803147,0.0027413798997296683
12,well,0.4538664867675505,0.4509687208177296,0.4467004739656925,0.3923041215557633,0.19492643027088144,0.0039445021479825055
13,get,-0.1968352105047969,-0.19609951492386382,-0.19501673667921549,-0.18125132331149735,-0.12272780244099353,-0.004578331906310007
14,also,0.15816332522813598,0.15724622930222532,0.15589932985649702,0.13915301373958874,0.08091826364180854,0.0019290784218579863
15,really,-0.01790581772133348,-0.017744894579490317,-0.017507773768867734,-0.014480683391460476,-0.004447709622695235,-0.00033968038809827306
16,son,0.12839632495965755,0.12776098594216445,0.1268278543258962,0.11519232152175951,0.07041131457108879,0.001552335898586574
17,time,-0.07242938540433756,-0.07228143019235073,-0.07206529340636486,-0.0694801854558018,-0.05758094373631249,-0.0028053666714998402
18,bought,-0.1518170455358244,-0.1509174061128042,-0.14959386015465878,-0.1328837571662137,-0.07243059652809207,-0.0019853902402299757
19,product,-0.26333030430030024,-0.2623277198945723,-0.26085445180155964,-0.24239147692416937,-0.16796199480352444,-0.006210896399933975
20,good,0.15650722841107195,0.1552698412438176,0.15344491490383858,0.12997238946161774,0.04787928323658264,0.0002658647123918229
21,daughter,0.2634177598642996,0.2617752776881461,0.25935741998894396,0.2286849971056897,0.11715793392089328,0.002400852829900534
22,much,-0.013247475276295089,-0.013295046368027117,-0.013365854148795667,-0.01432561678181033,-0.015219456360877676,-0.0008385360028302296
23,loves,1.0524840477983537,1.0439029129020743,1.0312653468918702,0.8707939748225282,0.34587025662885307,0.006149882555744081
24,stroller,-0.0375326583159578,-0.036988324744534194,-0.03618643687781715,-0.0259904193115015,0.005911992402627784,0.0013261026348641211
25,put,-0.0003297138730484388,-0.00032266100762687094,-0.0003118905852726316,-0.00012696681168404499,0.0015294466301295168,-9.653458250789639e-05
